"Ingreso","Hijos_Pequenos","Hijos_Adolescentes","Dias_Ultima_Compra","Gasto_Vinos","Gasto_Frutas","Gasto_Carnes","Gasto_Pescado","Gasto_Dulces","Gasto_Premium","Compras_Descuento","Compras_Web","Compras_Catalogo","Compras_Tienda","Visitas_Web_Mes","Acepto_Cmp3","Acepto_Cmp4","Acepto_Cmp5","Acepto_Cmp1","Acepto_Cmp2","Queja","Respuesta","Edad","Dias_Cliente","Estado_Divorciado","Estado_Casado","Estado_Soltero","Estado_En_Relacion","Estado_Viudo","Educ_Secundaria","Educ_Basica","Educ_Pregrado","Educ_Maestria","Educ_Doctorado","Gasto_Total","Gasto_Productos_Regulares","Total_Campanas_Aceptadas","Estado_Civil","Educacion"
594320,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,58,2601,1,0,0,0,0,0,0,0,1,0,663,651,0,1,4
555630,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,42,2244,1,0,0,0,0,0,0,1,0,0,43,41,0,1,3
786420,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,49,2593,0,0,0,1,0,0,0,0,0,1,1816,1799,0,4,5
679110,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,71,2197,0,0,0,1,0,0,0,0,0,1,976,976,0,4,5
652750,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,76,2611,0,1,0,0,0,0,0,1,0,0,746,725,0,2,3
272030,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,70,2851,0,0,0,1,0,0,0,1,0,0,64,40,0,4,3
483300,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,59,2385,0,0,0,1,0,0,0,0,1,0,32,32,0,4,4
242790,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,30,2706,0,1,0,0,0,0,1,0,0,0,263,155,0,2,1
643550,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,35,2833,0,1,0,0,0,0,0,0,0,1,1445,1292,0,2,5
483300,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,64,2532,0,0,0,1,0,0,0,0,1,0,46,40,0,4,4
536530,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,67,2758,0,0,0,0,1,0,0,1,0,0,1210,1102,0,5,3
656650,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,44,2368,0,1,0,0,0,0,0,1,0,0,945,916,0,2,3
812170,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,31,2504,0,0,1,0,0,0,0,1,0,0,1157,1073,0,3,3
349350,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,28,2532,0,1,0,0,0,0,0,1,0,0,137,117,0,2,3
612500,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,61,2719,1,0,0,0,0,0,0,1,0,0,730,671,0,1,3
396650,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,39,2559,0,0,0,1,0,0,0,0,0,1,216,185,1,4,5
601520,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,41,2617,0,0,1,0,0,0,0,1,0,0,943,852,0,3,3
489200,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,56,2411,0,1,0,0,0,0,0,1,0,0,347,341,1,2,3
891200,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,61,2263,0,0,0,1,0,0,0,0,1,0,1924,1869,1,4,4
441240,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,74,2573,0,0,0,1,0,0,0,0,0,1,397,345,0,4,5
811690,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,45,2600,0,0,1,0,0,0,0,0,1,0,2089,2062,0,3,4
364430,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,59,2670,0,1,0,0,0,0,0,1,0,0,138,118,0,2,3
260950,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,30,2523,0,0,1,0,0,0,0,1,0,0,42,31,0,3,3
713670,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,61,2469,0,0,0,1,0,0,0,1,0,0,777,702,0,4,3
801840,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,2,4
306300,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,55,2312,1,0,0,0,0,0,0,1,0,0,52,42,0,1,3
734540,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,33,2279,0,0,1,0,0,0,0,0,1,0,1651,1476,1,3,4
426910,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,29,2476,0,1,0,0,0,0,0,1,0,0,358,300,0,2,3
705030,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,67,2796,0,1,0,0,0,0,0,1,0,0,1727,1661,2,2,3
255450,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,33,2818,0,1,0,0,0,0,0,1,0,0,210,125,0,2,3
328800,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,34,2731,0,1,0,0,0,0,0,1,0,0,42,40,0,2,3
778630,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,62,2373,0,0,0,1,0,0,0,0,0,1,1291,1279,0,4,5
503530,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,43,2180,0,1,0,0,0,0,0,0,1,0,442,407,0,2,4
618390,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,56,2845,0,0,1,0,0,0,0,1,0,0,1895,1775,0,3,3
491540,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,60,2397,0,1,0,0,0,0,0,0,0,1,411,340,0,2,5
476820,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,45,2658,0,0,0,0,1,1,0,0,0,0,521,460,0,5,2
726790,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,51,2443,0,0,1,0,0,0,0,1,0,0,1168,1114,0,3,3
579540,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,43,2170,0,0,0,1,0,0,0,0,1,0,493,484,1,4,4
653160,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,58,2590,0,1,0,0,0,0,0,1,0,0,260,222,0,2,3
285670,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,38,2536,0,0,1,0,0,0,0,1,0,0,46,40,0,3,3
473520,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,69,2603,0,0,0,1,0,0,0,0,1,0,319,304,0,4,4
449310,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,53,2321,0,0,0,1,0,0,0,1,0,0,96,89,0,4,3
769820,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,53,2293,1,0,0,0,0,0,0,1,0,0,1062,1032,1,1,3
572470,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,68,2484,0,0,0,1,0,1,0,0,0,0,232,226,0,4,2
229440,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,39,2347,0,0,1,0,0,0,0,0,1,0,76,50,0,3,4
197890,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,43,2393,0,0,0,1,0,1,0,0,0,0,54,32,0,4,2
436380,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,51,2851,0,0,0,0,1,0,0,1,0,0,201,182,0,5,3
427100,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,36,2737,0,0,1,0,0,0,0,0,0,1,406,304,0,3,5
841690,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2,2,5
540580,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,44,2549,0,0,0,1,0,0,0,1,0,0,662,608,0,4,3
246830,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,30,2272,0,1,0,0,0,1,0,0,0,0,41,35,0,2,2
856200,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,56,2332,0,0,0,0,1,0,0,1,0,0,1600,1554,0,5,3
478500,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,40,2367,0,1,0,0,0,0,0,1,0,0,134,124,0,2,3
195140,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,52,2313,0,1,0,0,0,0,0,1,0,0,69,41,1,2,3
271590,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,47,2251,0,1,0,0,0,0,0,0,1,0,21,20,0,2,4
395480,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,57,2249,0,0,1,0,0,1,0,0,0,0,54,36,0,3,2
214740,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,31,2241,0,0,1,0,0,0,0,1,0,0,91,57,1,3,3
605040,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,49,2301,0,0,1,0,0,0,0,0,0,1,526,492,0,3,5
224190,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,57,2596,0,1,0,0,0,0,0,1,0,0,162,120,0,2,3
816980,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,71,2394,0,1,0,0,0,0,0,0,1,0,1008,961,0,2,4
434620,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,68,2814,0,0,0,1,0,0,0,1,0,0,240,225,0,4,3
548800,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,42,2644,0,0,1,0,0,0,0,0,0,1,795,677,0,3,5
799080,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,38,2609,0,1,0,0,0,0,0,1,0,0,1772,1661,1,2,3
153150,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,0,64,47,0,2,2
877710,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,61,2562,0,0,0,1,0,0,0,1,0,0,1957,1924,4,4,3
330390,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,42,2452,0,1,0,0,0,0,0,1,0,0,78,66,0,2,3
817410,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,40,2537,0,0,1,0,0,0,0,1,0,0,1572,1534,0,3,3
714990,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,49,2528,0,0,0,1,0,0,0,0,1,0,795,758,0,4,4
624660,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,0,1,0,0,0,1,0,0,0,0,889,806,0,2,2
487990,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,57,2395,1,0,0,0,0,0,0,0,0,1,331,307,0,1,5
521570,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,70,2181,0,0,0,1,0,0,0,0,0,1,265,225,0,4,5
665650,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,58,2730,0,0,1,0,0,0,0,1,0,0,1065,1023,0,3,3
292980,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,69,2454,0,0,0,1,0,0,0,0,1,0,11,10,0,4,4
476910,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,41,2518,0,0,1,0,0,0,0,1,0,0,21,17,0,3,3
382000,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50,2728,0,0,0,1,0,0,0,1,0,0,17,16,0,4,3
449890,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,0,1,0,0,0,0,0,1,0,0,369,263,0,2,3
384430,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,0,1,0,0,0,0,0,0,0,1,38,37,0,2,5
385930,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,0,0,1,0,0,1,0,0,0,0,177,153,0,3,2
644130,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,50,2491,0,0,0,1,0,0,0,0,0,1,279,259,0,4,5
369590,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,39,2429,0,1,0,0,0,0,0,0,1,0,62,62,0,2,4
619960,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,43,2673,0,1,0,0,0,0,0,0,0,1,1230,1206,3,2,5
512870,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,52,2248,0,1,0,0,0,0,0,1,0,0,182,152,0,2,3
132600,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,50,2469,0,1,0,0,0,0,0,1,0,0,49,42,0,2,3
474720,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,0,0,0,1,0,0,0,0,0,1,75,67,0,4,5
546030,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,64,2514,0,0,0,1,0,0,0,0,1,0,227,223,0,4,4
452070,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,46,2755,0,1,0,0,0,0,0,0,0,1,215,213,1,2,5
478210,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,53,2411,0,0,0,1,0,1,0,0,0,0,47,37,0,4,2
274500,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,69,2599,0,1,0,0,0,0,0,0,1,0,143,91,0,2,4
394530,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,0,0,0,1,0,0,0,1,0,0,55,53,0,4,3
268500,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,0,0,0,1,0,1,0,0,0,0,63,54,0,4,2
798000,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,65,2803,0,0,0,0,1,0,0,1,0,0,1867,1643,3,5,3
617940,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,0,1,0,0,0,0,0,0,1,0,611,600,0,2,4
538630,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,65,2202,0,0,0,1,0,0,0,1,0,0,473,443,1,4,3
242210,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,0,0,0,1,0,0,0,1,0,0,55,33,0,4,3
313850,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,36,2784,0,0,1,0,0,0,0,0,0,1,81,64,0,3,5
921630,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,45,2723,0,1,0,0,0,0,0,0,1,0,2086,2066,2,2,4
698820,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,0,0,1,0,0,0,0,0,1,0,1478,1313,0,3,4
331780,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,0,0,0,1,0,0,0,1,0,0,49,33,0,4,3
599730,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,48,2450,0,1,0,0,0,0,0,0,0,1,382,382,0,2,5
174590,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,45,2442,0,0,0,1,0,0,0,0,1,0,69,39,0,4,4
239100,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,51,2770,1,0,0,0,0,0,0,1,0,0,67,54,0,1,3
421690,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,0,1,0,0,0,0,0,0,1,0,30,28,0,2,4
262240,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,0,1,0,0,0,1,0,0,0,0,63,48,0,2,2
310890,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,39,2840,0,0,0,1,0,0,0,1,0,0,79,75,0,4,3
300810,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,0,0,1,0,0,0,0,1,0,0,42,38,0,3,3
628070,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,60,2826,0,0,0,1,0,0,0,1,0,0,819,720,0,4,3
729060,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,65,2444,0,0,1,0,0,0,0,1,0,0,1151,1097,0,3,3
614670,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,0,1,0,0,0,0,0,0,0,1,594,545,0,2,5
496180,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,54,2678,0,0,0,1,0,0,0,0,1,0,129,115,0,4,4
218880,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,34,2706,0,0,1,0,0,0,0,0,1,0,213,149,0,3,4
424290,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,47,2297,0,0,0,0,1,0,0,1,0,0,67,63,0,5,3
261500,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,64,2634,1,0,0,0,0,0,0,1,0,0,28,27,0,1,3
308010,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,2770,0,1,0,0,0,0,1,0,0,0,45,34,0,2,1
811680,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,55,2212,0,1,0,0,0,0,0,1,0,0,1193,1171,1,2,3
268770,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,51,2473,0,0,1,0,0,0,0,0,1,0,268,228,0,3,4
450060,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,76,2505,0,0,0,0,1,0,0,0,1,0,266,256,0,5,4
189780,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,47,2724,0,1,0,0,0,0,1,0,0,0,37,22,0,2,1
482400,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,51,2756,0,0,1,0,0,0,0,0,0,1,882,841,0,3,5
458370,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,46,2497,0,1,0,0,0,0,0,1,0,0,373,349,0,2,3
357910,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,0,0,1,0,0,0,0,0,1,0,35,32,0,3,4
541620,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2627,0,0,0,0,1,0,0,1,0,0,42,32,0,5,3
305220,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,60,2840,0,1,0,0,0,0,0,0,1,0,326,300,0,2,4
544560,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,2512,0,1,0,0,0,0,0,0,0,1,404,389,0,2,5
316320,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,49,2509,0,0,1,0,0,0,0,1,0,0,95,63,0,3,3
722980,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,71,2270,0,0,0,0,1,0,0,1,0,0,939,904,2,5,3
369750,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,42,2342,0,0,1,0,0,1,0,0,0,0,33,31,0,3,2
726350,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,65,2550,0,1,0,0,0,1,0,0,0,0,981,874,1,2,2
316150,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,44,2684,0,1,0,0,0,0,0,1,0,0,36,30,0,2,3
841960,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,45,2550,0,0,1,0,0,0,0,1,0,0,1237,1047,0,3,3
709710,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,60,2805,0,0,0,1,0,0,0,1,0,0,1825,1808,0,4,3
344870,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,1,0,0,0,0,0,0,0,0,1,103,95,0,1,5
287690,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,43,2717,0,0,1,0,0,0,0,1,0,0,191,188,0,3,3
690840,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,50,2381,0,1,0,0,0,0,0,0,0,1,1586,1556,0,2,5
654880,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,62,2175,0,0,0,1,0,0,0,0,0,1,963,909,0,4,5
322180,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,60,2293,0,0,1,0,0,1,0,0,0,0,93,63,1,3,2
839170,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,47,2596,0,0,1,0,0,0,0,1,0,0,1587,1508,0,3,3
461020,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,1,0,0,0,0,0,0,1,0,0,16,15,0,1,3
845740,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,68,2549,0,0,1,0,0,0,0,1,0,0,1375,1212,0,3,3
561810,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,58,2696,0,1,0,0,0,0,0,1,0,0,393,345,0,2,3
631200,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,70,2798,1,0,0,0,0,0,0,0,1,0,1477,1408,0,1,4
736910,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,49,2394,0,1,0,0,0,0,0,1,0,0,1179,1106,1,2,3
761400,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,72,2206,0,0,0,1,0,0,0,0,0,1,1348,1322,0,4,5
628590,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,61,2705,1,0,0,0,0,0,0,0,0,1,1307,1282,0,1,5
459060,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,56,2577,0,0,1,0,0,0,0,1,0,0,486,342,1,3,3
776320,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,73,2635,0,0,0,1,0,0,0,0,1,0,2252,2105,2,4,4
464630,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,49,2474,0,1,0,0,0,0,0,0,0,1,235,224,0,2,5
1054710,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,50,2683,0,0,0,1,0,0,0,1,0,0,1724,1517,2,4,3
413350,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,50,2357,1,0,0,0,0,0,0,0,1,0,235,216,0,1,4
787100,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,43,2196,0,1,0,0,0,0,0,0,1,0,1092,1042,0,2,4
668860,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,62,2445,0,0,0,1,0,0,0,1,0,0,599,453,0,4,3
987770,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,60,2291,0,0,1,0,0,0,0,0,1,0,2008,1970,1,3,4
291030,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,35,2830,0,0,0,1,0,0,0,1,0,0,48,42,0,4,3
674450,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,46,2845,0,1,0,0,0,0,0,1,0,0,1174,1163,0,2,3
506160,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,70,2236,0,0,0,1,0,0,0,0,0,1,67,58,0,4,5
494310,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,65,2854,1,0,0,0,0,0,0,1,0,0,365,348,0,1,3
612780,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,67,2335,0,0,0,1,0,0,0,1,0,0,165,150,0,4,3
264900,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,62,2804,0,0,0,1,0,1,0,0,0,0,210,185,0,4,2
730590,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,73,2461,0,0,0,1,0,0,0,0,0,1,1095,1024,0,4,5
467340,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,54,2410,0,0,1,0,0,0,0,0,0,1,223,147,1,3,5
562530,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,57,2728,0,0,0,1,0,0,0,1,0,0,597,592,0,4,3
583300,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,0,0,0,0,1,0,0,1,0,0,1064,913,0,5,3
259650,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,40,2819,0,1,0,0,0,0,1,0,0,0,74,63,0,2,1
146610,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,64,2703,0,0,0,1,0,0,0,0,1,0,26,24,0,4,4
186900,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61,2707,0,1,0,0,0,0,0,1,0,0,60,41,0,2,3
450680,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,46,2568,0,0,0,1,0,0,0,0,0,1,20,17,0,4,5
210630,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,33,2436,0,0,1,0,0,0,1,0,0,0,59,44,0,3,1
291870,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,52,2575,0,1,0,0,0,0,0,0,0,1,34,32,0,2,5
546900,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,49,2393,0,1,0,0,0,1,0,0,0,0,198,180,0,2,2
593040,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,56,2494,0,1,0,0,0,0,0,0,0,1,1048,1038,0,2,5
